Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
BR;Jacareí;Jacareí;-23.29419924, -45.96823386;NO2;Sao Paulo CETESB;µg/m³;8.0;2023-04-05T12:00:00-03:00;Brazil
BR;Osasco;Osasco;-23.52672142, -46.79207766;PM2.5;Sao Paulo CETESB;µg/m³;32.0;2023-04-05T12:00:00-03:00;Brazil
BR;Rio Claro-Jd.Guanabara;Rio Claro-Jd.Guanabara;-22.43904378887939, -47.58147331085557;PM2.5;Sao Paulo CETESB;µg/m³;28.0;2023-04-05T12:00:00-03:00;Brazil
BR;Mauá;Mauá;-23.668549, -46.46600027;O3;Sao Paulo CETESB;µg/m³;68.0;2023-04-05T12:00:00-03:00;Brazil
BR;Mauá;Mauá;-23.668549, -46.46600027;PM10;Sao Paulo CETESB;µg/m³;48.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;N.Senhora do Ó;-23.48009871, -46.69205192;O3;Sao Paulo CETESB;µg/m³;91.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Perus;-23.413209739894405, -46.756053990921224;PM10;Sao Paulo CETESB;µg/m³;22.0;2023-02-15T21:00:00-03:00;Brazil
BR;Guarulhos;Guarulhos-Pimentas;-23.44011701, -46.40994877;O3;Sao Paulo CETESB;µg/m³;66.0;2022-10-04T16:00:00-03:00;Brazil
BR;Rio de Janeiro;Irajá;-22.8316, -43.3269;PM2.5;rio-city-hall;µg/m³;5.17;2023-09-20T05:00:00-03:00;Brazil
BR;Cubatão;Cubatão-V.Parisi;-23.84941617, -46.38867624;NO2;Sao Paulo CETESB;µg/m³;66.0;2023-04-05T12:00:00-03:00;Brazil
BR;Limeira;Limeira;-22.563603780000005, -47.41431402999999;O3;Sao Paulo CETESB;µg/m³;108.0;2023-04-05T12:00:00-03:00;Brazil
BR;Paulínia-Sta Terezinha;Paulínia-Sta Terezinha;-22.780208950215425, -47.139036494729396;NO2;Sao Paulo CETESB;µg/m³;18.0;2023-04-05T12:00:00-03:00;Brazil
BR;Catanduva;Catanduva;-21.14194276, -48.98307527;PM10;Sao Paulo CETESB;µg/m³;31.0;2023-04-05T12:00:00-03:00;Brazil
BR;Carapicuíba;Carapicuíba;-23.53139503, -46.83577973;O3;Sao Paulo CETESB;µg/m³;106.0;2023-04-05T12:00:00-03:00;Brazil
BR;São José dos Campos;S.José Campos-Jd.Satelite;-23.22364548, -45.8908;PM10;Sao Paulo CETESB;µg/m³;37.0;2023-04-05T12:00:00-03:00;Brazil
BR;Pico do Jaraguá;Pico do Jaraguá;-23.4562689, -46.76609776;NO2;Sao Paulo CETESB;µg/m³;34.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Paulínia-Sul;-22.78680643, -47.13655888;NO2;Sao Paulo;µg/m³;59.0;2017-10-19T21:00:00-03:00;Brazil
BR;Americana;Americana;-22.7242527, -47.33954929;PM10;Sao Paulo CETESB;µg/m³;49.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Congonhas;-23.61632008, -46.66346553;SO2;Sao Paulo CETESB;µg/m³;4.0;2023-04-05T12:00:00-03:00;Brazil
BR;Rio de Janeiro;Copacabana;-22.9649, -43.1807;O3;rio-city-hall;µg/m³;45.5;2023-09-20T05:00:00-03:00;Brazil
BR;Rio de Janeiro;Campo Grande;-22.8862, -43.5567;NOX;rio-city-hall;µg/m³;24.27;2023-09-20T05:00:00-03:00;Brazil
BR;Grajaú-Parelheiros;Grajaú-Parelheiros;-23.77626598, -46.69696108;CO;Sao Paulo CETESB;ppm;0.3;2023-04-05T12:00:00-03:00;Brazil
BR;Cerqueira César;Cerqueira César;-23.55354256, -46.67270477;SO2;Sao Paulo CETESB;µg/m³;2.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Parque D.Pedro II;-23.54484566, -46.62767559;NO2;Sao Paulo CETESB;µg/m³;31.0;2023-04-05T12:00:00-03:00;Brazil
BR;Paulínia;Paulínia;-22.772321380000005, -47.15484287;SO2;Sao Paulo CETESB;µg/m³;24.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Pinheiros;-23.56145989, -46.70201651;PM2.5;Sao Paulo CETESB;µg/m³;20.0;2022-12-07T10:00:00-03:00;Brazil
BR;;S.José Campos;-23.18788733, -45.87119762;SO2;Sao Paulo CETESB;µg/m³;1.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Ribeirão Preto-Centro;-21.17706594, -47.81898767;NO2;Sao Paulo;µg/m³;10.0;2017-10-27T15:00:00-03:00;Brazil
BR;;Mogi das Cruzes;-23.51817223, -46.18686057;PM10;Sao Paulo;µg/m³;45.0;2017-10-27T15:00:00-03:00;Brazil
BR;Rio de Janeiro;Campo Grande;-22.8862, -43.5567;PM10;rio-city-hall;µg/m³;45.67;2023-08-09T16:00:00-03:00;Brazil
BR;Rio de Janeiro;Bangu;-22.8879, -43.4711;PM10;rio-city-hall;µg/m³;35.83;2023-09-20T05:00:00-03:00;Brazil
BR;Rio de Janeiro;Centro;-22.9084, -43.1795;PM10;rio-city-hall;µg/m³;81.83;2023-09-20T05:00:00-03:00;Brazil
BR;Campinas;Campinas-Taquaral;-22.87461894, -47.05897276;O3;Sao Paulo CETESB;µg/m³;90.0;2023-04-05T12:00:00-03:00;Brazil
BR;Taubaté;Taubaté;-23.03235096, -45.57580502;PM2.5;Sao Paulo CETESB;µg/m³;7.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Pinheiros;-23.56145989, -46.70201651;CO;Sao Paulo CETESB;ppm;0.6;2023-04-05T12:00:00-03:00;Brazil
BR;São Bernardo do Campo;S.Bernardo-Centro;-23.69867109, -46.54623219;CO;Sao Paulo CETESB;ppm;0.3;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Mooca;-23.54973405, -46.60041665;O3;Sao Paulo CETESB;µg/m³;103.0;2023-04-05T12:00:00-03:00;Brazil
BR;Guarulhos;Guarulhos-Pimentas;-23.44011701, -46.40994877;PM2.5;Sao Paulo CETESB;µg/m³;10.0;2022-10-04T16:00:00-03:00;Brazil
BR;Piracicaba;Piracicaba;-22.70122234, -47.64965269;PM2.5;Sao Paulo CETESB;µg/m³;16.0;2022-10-04T16:00:00-03:00;Brazil
BR;Rio de Janeiro;Copacabana;-22.9649, -43.1807;PM10;rio-city-hall;µg/m³;37.17;2023-09-20T05:00:00-03:00;Brazil
BR;Grajaú-Parelheiros;Grajaú-Parelheiros;-23.77626598, -46.69696108;NO2;Sao Paulo CETESB;µg/m³;50.0;2017-10-27T15:00:00-03:00;Brazil
BR;Campinas;Campinas-V.União;-22.94672842, -47.11928086;CO;Sao Paulo CETESB;ppm;0.4;2017-10-27T15:00:00-03:00;Brazil
BR;Catanduva;Catanduva;-21.14194276, -48.98307527;NO2;Sao Paulo CETESB;µg/m³;14.0;2023-04-05T10:00:00-03:00;Brazil
BR;Cubatão;Cubatão-V.Parisi;-23.84941617, -46.38867624;PM10;Sao Paulo CETESB;µg/m³;167.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Caetano do Sul;São Caetano do Sul;-23.61844277, -46.55635394;CO;Sao Paulo CETESB;ppm;0.3;2023-04-05T12:00:00-03:00;Brazil
BR;Ribeirão Preto;Ribeirão Preto;-21.15394189, -47.82848053;O3;Sao Paulo CETESB;µg/m³;82.0;2023-04-05T12:00:00-03:00;Brazil
BR;Guarulhos;Guarulhos-Pimentas;-23.44011701, -46.40994877;NO2;Sao Paulo CETESB;µg/m³;25.0;2022-10-04T16:00:00-03:00;Brazil
BR;;S.André-Paço Municipal;-23.6569942, -46.53091876;PM10;Sao Paulo;µg/m³;46.0;2017-10-27T15:00:00-03:00;Brazil
BR;;Cubatão-Vale do Mogi;-23.83158901, -46.36956879;NO2;Sao Paulo CETESB;µg/m³;23.0;2023-04-05T12:00:00-03:00;Brazil
BR;Guaratinguetá;Guaratinguetá;-22.80191714, -45.19112236;PM10;Sao Paulo CETESB;µg/m³;16.0;2023-04-05T12:00:00-03:00;Brazil
BR;Guarulhos;Guarulhos-Paço Municipal;-23.45553426, -46.5185334;PM2.5;Sao Paulo CETESB;µg/m³;42.0;2023-04-05T12:00:00-03:00;Brazil
BR;Paulínia;Paulínia;-22.772321380000005, -47.15484287;NO2;Sao Paulo CETESB;µg/m³;36.0;2023-04-05T12:00:00-03:00;Brazil
BR;Paulínia-Sta Terezinha;Paulínia-Sta Terezinha;-22.780208950215425, -47.139036494729396;PM10;Sao Paulo CETESB;µg/m³;28.0;2023-04-05T12:00:00-03:00;Brazil
BR;;S.José Campos;-23.18788733, -45.87119762;O3;Sao Paulo CETESB;µg/m³;43.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Caetano do Sul;São Caetano do Sul;-23.61844277, -46.55635394;NO2;Sao Paulo CETESB;µg/m³;20.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Ribeirão Preto-Centro;-21.17706594, -47.81898767;O3;Sao Paulo;µg/m³;124.0;2017-10-27T15:00:00-03:00;Brazil
BR;Rio de Janeiro;Pedra de Guaratiba;-23.0044, -43.6291;PM10;rio-city-hall;µg/m³;16.0;2023-08-09T12:00:00-03:00;Brazil
BR;Grajaú-Parelheiros;Grajaú-Parelheiros;-23.77626598, -46.69696108;PM2.5;Sao Paulo CETESB;µg/m³;17.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Jundiaí;-23.19200374, -46.89709727;O3;Sao Paulo CETESB;µg/m³;99.0;2023-04-05T12:00:00-03:00;Brazil
BR;Guaratinguetá;Guaratinguetá;-22.80191714, -45.19112236;O3;Sao Paulo CETESB;µg/m³;55.0;2023-04-05T12:00:00-03:00;Brazil
BR;Paulínia;Paulínia;-22.772321380000005, -47.15484287;PM10;Sao Paulo CETESB;µg/m³;82.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Congonhas;-23.61632008, -46.66346553;NO2;Sao Paulo CETESB;µg/m³;163.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Mooca;-23.54973405, -46.60041665;CO;Sao Paulo CETESB;ppm;0.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Cubatão-Centro;-23.87902673, -46.41848336;O3;Sao Paulo CETESB;µg/m³;62.0;2023-04-04T18:00:00-03:00;Brazil
BR;;Taboão da Serra;-23.60932386, -46.75829437;PM10;Sao Paulo CETESB;µg/m³;31.0;2023-03-24T17:00:00-03:00;Brazil
BR;São Paulo;Congonhas;-23.61632008, -46.66346553;PM10;Sao Paulo CETESB;µg/m³;52.0;2023-04-05T12:00:00-03:00;Brazil
BR;;S.José Campos;-23.18788733, -45.87119762;NO2;Sao Paulo CETESB;µg/m³;25.0;2023-04-05T12:00:00-03:00;Brazil
BR;Santos;Santos-Ponta da Praia;-23.98129516, -46.30050959;NO2;Sao Paulo CETESB;µg/m³;12.0;2023-04-05T12:00:00-03:00;Brazil
BR;São José do Rio Preto;São José do Rio Preto;-20.78468928, -49.39827779;NO2;Sao Paulo CETESB;µg/m³;9.0;2023-04-05T12:00:00-03:00;Brazil
BR;Mauá;Mauá;-23.668549, -46.46600027;NO2;Sao Paulo CETESB;µg/m³;50.0;2017-10-27T15:00:00-03:00;Brazil
BR;São Paulo;Mooca;-23.54973405, -46.60041665;PM2.5;Sao Paulo CETESB;µg/m³;4.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Ibirapuera;-23.59184199, -46.6606875;O3;Sao Paulo CETESB;µg/m³;10.0;2023-02-15T21:00:00-03:00;Brazil
BR;Jaú;Jaú;-22.29861966, -48.5674574;O3;Sao Paulo CETESB;µg/m³;83.0;2022-10-04T16:00:00-03:00;Brazil
BR;;Paulínia-Sul;-22.78680643, -47.13655888;O3;Sao Paulo;µg/m³;23.0;2017-10-19T21:00:00-03:00;Brazil
BR;Rio de Janeiro;Tijuca;-22.9244, -43.2326;O3;rio-city-hall;µg/m³;52.31;2023-09-20T05:00:00-03:00;Brazil
BR;Rio de Janeiro;Irajá;-22.8316, -43.3269;NO2;rio-city-hall;µg/m³;27.27;2023-09-20T05:00:00-03:00;Brazil
BR;Paulínia-Sta Terezinha;Paulínia-Sta Terezinha;-22.780208950215425, -47.139036494729396;O3;Sao Paulo CETESB;µg/m³;87.0;2023-04-05T12:00:00-03:00;Brazil
BR;Santa Gertrudes;Santa Gertrudes;-22.45995527, -47.53629834;PM10;Sao Paulo CETESB;µg/m³;68.0;2023-04-05T12:00:00-03:00;Brazil
BR;Taubaté;Taubaté;-23.03235096, -45.57580502;NO2;Sao Paulo CETESB;µg/m³;6.0;2023-04-05T12:00:00-03:00;Brazil
BR;Sorocaba;Sorocaba;-23.50242658, -47.47902991;NO2;Sao Paulo CETESB;µg/m³;7.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Caetano do Sul;São Caetano do Sul;-23.61844277, -46.55635394;SO2;Sao Paulo CETESB;µg/m³;3.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Cubatão-Centro;-23.87902673, -46.41848336;PM10;Sao Paulo CETESB;µg/m³;25.0;2023-04-04T18:00:00-03:00;Brazil
BR;São Paulo;Capão Redondo;-23.66835615, -46.78004338;O3;Sao Paulo CETESB;µg/m³;61.0;2022-10-04T16:00:00-03:00;Brazil
BR;Rio de Janeiro;Bangu;-22.8879, -43.4711;O3;rio-city-hall;µg/m³;61.78;2023-09-20T05:00:00-03:00;Brazil
BR;N/A;Sao Paulo;-23.629158, -46.696558;PM2.5;AirNow;µg/m³;12.1;2023-09-20T04:00:00-03:00;Brazil
BR;;Cubatão-Vale do Mogi;-23.83158901, -46.36956879;SO2;Sao Paulo CETESB;µg/m³;4.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Interlagos;-23.68050765, -46.67504316;NO2;Sao Paulo CETESB;µg/m³;16.0;2023-01-11T15:00:00-03:00;Brazil
BR;São Paulo;Pinheiros;-23.56145989, -46.70201651;PM10;Sao Paulo CETESB;µg/m³;0.0;2023-01-28T06:00:00-03:00;Brazil
BR;Ribeirão Preto;Ribeirão Preto;-21.15394189, -47.82848053;PM10;Sao Paulo CETESB;µg/m³;21.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Cubatão-Centro;-23.87902673, -46.41848336;NO2;Sao Paulo CETESB;µg/m³;82.0;2022-07-28T23:00:00-03:00;Brazil
BR;Rio de Janeiro;Centro;-22.9084, -43.1795;CO;rio-city-hall;ppm;0.26;2023-09-20T05:00:00-03:00;Brazil
BR;Cerqueira César;Cerqueira César;-23.55354256, -46.67270477;NO2;Sao Paulo CETESB;µg/m³;57.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Parque D.Pedro II;-23.54484566, -46.62767559;PM10;Sao Paulo CETESB;µg/m³;29.0;2023-04-05T12:00:00-03:00;Brazil
BR;Santa Gertrudes;Santa Gertrudes;-22.45995527, -47.53629834;NO2;Sao Paulo CETESB;µg/m³;28.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Congonhas;-23.61632008, -46.66346553;PM2.5;Sao Paulo CETESB;µg/m³;21.0;2023-04-05T12:00:00-03:00;Brazil
BR;Presidente Prudente;Presidente Prudente;-22.11993673, -51.40877707;NO2;Sao Paulo CETESB;µg/m³;4.0;2023-04-05T12:00:00-03:00;Brazil
BR;;S.Bernardo-Paulicéia;-23.67135396, -46.58466789;PM10;Sao Paulo CETESB;µg/m³;15.0;2023-04-05T12:00:00-03:00;Brazil
BR;Sorocaba;Sorocaba;-23.50242658, -47.47902991;PM10;Sao Paulo CETESB;µg/m³;7.0;2023-04-05T12:00:00-03:00;Brazil
BR;Sorocaba;Sorocaba;-23.50242658, -47.47902991;O3;Sao Paulo CETESB;µg/m³;58.0;2023-04-05T12:00:00-03:00;Brazil
BR;São José do Rio Preto;São José do Rio Preto;-20.78468928, -49.39827779;O3;Sao Paulo CETESB;µg/m³;73.0;2023-04-05T12:00:00-03:00;Brazil
BR;Rio Claro-Jd.Guanabara;Rio Claro-Jd.Guanabara;-22.43904378887939, -47.58147331085557;O3;Sao Paulo CETESB;µg/m³;98.0;2023-04-05T12:00:00-03:00;Brazil
BR;Diadema;Diadema;-23.68587641, -46.61162193;PM10;Sao Paulo CETESB;µg/m³;17.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Ibirapuera;-23.59184199, -46.6606875;NO2;Sao Paulo CETESB;µg/m³;55.0;2023-02-15T21:00:00-03:00;Brazil
BR;São Paulo;Marg.Tietê-Pte Remédios;-23.51870583, -46.74332004;CO;Sao Paulo CETESB;ppm;0.4;2022-10-04T16:00:00-03:00;Brazil
BR;Araraquara;Araraquara;-21.78252215, -48.18583181;NO2;Sao Paulo CETESB;µg/m³;10.0;2023-04-05T12:00:00-03:00;Brazil
BR;Guarulhos;Guarulhos-Paço Municipal;-23.45553426, -46.5185334;PM10;Sao Paulo CETESB;µg/m³;41.0;2023-04-05T12:00:00-03:00;Brazil
BR;Paulínia-Sta Terezinha;Paulínia-Sta Terezinha;-22.780208950215425, -47.139036494729396;SO2;Sao Paulo CETESB;µg/m³;13.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Cid.Universitária-USP-Ipen;-23.56634178, -46.73741428;NO2;Sao Paulo CETESB;µg/m³;18.0;2017-10-13T12:00:00-03:00;Brazil
BR;Osasco;Osasco;-23.52672142, -46.79207766;NO2;Sao Paulo CETESB;µg/m³;67.0;2023-04-04T18:00:00-03:00;Brazil
BR;Osasco;Osasco;-23.52672142, -46.79207766;SO2;Sao Paulo CETESB;µg/m³;65.0;2023-04-05T12:00:00-03:00;Brazil
BR;São José dos Campos;S.José Campos-Jd.Satelite;-23.22364548, -45.8908;O3;Sao Paulo CETESB;µg/m³;41.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Ribeirão Preto-Centro;-21.17706594, -47.81898767;CO;Sao Paulo;ppm;0.4;2017-10-27T15:00:00-03:00;Brazil
BR;;S.André-Paço Municipal;-23.6569942, -46.53091876;CO;Sao Paulo;ppm;1.2;2017-10-27T15:00:00-03:00;Brazil
BR;Rio de Janeiro;Pedra de Guaratiba;-23.0044, -43.6291;O3;rio-city-hall;µg/m³;114.26;2023-09-20T05:00:00-03:00;Brazil
BR;Rio de Janeiro;Tijuca;-22.9244, -43.2326;NO;rio-city-hall;µg/m³;1.12;2023-09-20T05:00:00-03:00;Brazil
BR;Campinas;Campinas-V.União;-22.94672842, -47.11928086;O3;Sao Paulo CETESB;µg/m³;84.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Itaquera;-23.58001483, -46.46665141;O3;Sao Paulo CETESB;µg/m³;90.0;2023-04-05T12:00:00-03:00;Brazil
BR;Carapicuíba;Carapicuíba;-23.53139503, -46.83577973;PM10;Sao Paulo CETESB;µg/m³;37.0;2023-04-05T12:00:00-03:00;Brazil
BR;Taubaté;Taubaté;-23.03235096, -45.57580502;SO2;Sao Paulo CETESB;µg/m³;1.0;2017-10-27T15:00:00-03:00;Brazil
BR;Osasco;Osasco;-23.52672142, -46.79207766;CO;Sao Paulo CETESB;ppm;0.6;2023-04-05T11:00:00-03:00;Brazil
BR;Rio Claro-Jd.Guanabara;Rio Claro-Jd.Guanabara;-22.43904378887939, -47.58147331085557;PM10;Sao Paulo CETESB;µg/m³;59.0;2023-04-05T12:00:00-03:00;Brazil
BR;Marília;Marília;-22.19980949, -49.95996975;O3;Sao Paulo CETESB;µg/m³;73.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Taboão da Serra;-23.60932386, -46.75829437;NO2;Sao Paulo CETESB;µg/m³;69.0;2017-10-27T15:00:00-03:00;Brazil
BR;São Paulo;Marg.Tietê-Pte Remédios;-23.51870583, -46.74332004;NO2;Sao Paulo CETESB;µg/m³;32.0;2022-10-04T16:00:00-03:00;Brazil
BR;Piracicaba;Piracicaba;-22.70122234, -47.64965269;O3;Sao Paulo CETESB;µg/m³;75.0;2022-10-04T16:00:00-03:00;Brazil
BR;Campinas;Campinas-Taquaral;-22.87461894, -47.05897276;PM10;Sao Paulo CETESB;µg/m³;24.0;2023-04-05T12:00:00-03:00;Brazil
BR;Guaratinguetá;Guaratinguetá;-22.80191714, -45.19112236;PM2.5;Sao Paulo CETESB;µg/m³;17.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Interlagos;-23.68050765, -46.67504316;O3;Sao Paulo CETESB;µg/m³;82.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Cid.Universitária-USP-Ipen;-23.56634178, -46.73741428;O3;Sao Paulo CETESB;µg/m³;143.0;2023-04-05T12:00:00-03:00;Brazil
BR;Santos;Santos-Ponta da Praia;-23.98129516, -46.30050959;PM10;Sao Paulo CETESB;µg/m³;24.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Cubatão-Centro;-23.87902673, -46.41848336;SO2;Sao Paulo CETESB;µg/m³;49.0;2022-07-29T01:00:00-03:00;Brazil
